AMOUNT,CANDIDATE,CONTRIBUTIONTYPEDESC,CONTRIBUTORTYPEDESC,CONTRIBUTOR_ADDRESS,CONTRIBUTOR_NAME,CONTRIBUTOR_POSTAL_CODE,OFFICE,OFFICE_TYPE,WARD_NO,Year
750.0,"Cusimano, Gus",Monetary,Individual, ,"Cusimano, Michael",M2N 3Y2,Councillor,2.0,9,2010
300.0,"Cusimano, Gus",Monetary,Individual, ,"Cusimano, Oliver",M2M 2J1,Councillor,2.0,9,2010
400.0,"Cusimano, Gus",Monetary,Individual, ,"Cusimano, Robert",M5M 4E9,Councillor,2.0,9,2010
300.0,"Cusimano, Gus",Monetary,Individual, ,"Cusimano, Robert",M5M 4E9,Councillor,2.0,9,2010
300.0,"Cusimano, Gus",Monetary,Individual, ,"Cusimano, Rose Marie",L4C 9A4,Councillor,2.0,9,2010
600.0,"Cusimano, Gus",Monetary,Individual, ,"Cusimano, Salvatore",M3A 1T3,Councillor,2.0,9,2010
150.0,"Cusimano, Gus",Monetary,Individual, ,"Cusimano, Salvatore",M3A 1T3,Councillor,2.0,9,2010
750.0,"Cusimano, Gus",Monetary,Individual, ,"Cusimano, Steven",L8E 5S8,Councillor,2.0,9,2010
500.0,"Kralik, Dusan",Monetary,Individual, ,"CUSINATO, CURTIS",M5M 4M6,Councillor,2.0,23,2010
200.0,"McConnell, Pam",Monetary,Individual, ,"Cuthburt, Lynne",M5A 4T3,Councillor,2.0,28,2010
250.0,"Jenkins, Cliff",Monetary,Individual, ,"Cutler, Marty",M2L 1H4,Councillor,2.0,25,2010
200.0,"Caldwell, Chris",Monetary,Individual, ,"Cutler, Marty",M2L 1H4,Councillor,2.0,29,2010
600.0,"Laforet, John",Monetary,Individual, ,"CUTTELL, KIMBERLI",M1E 1V9,Councillor,2.0,43,2010
250.0,"MacDonald, Joe",Monetary,Individual, ,"CYBULSKI, RICHARD",M6R 1M6,Councillor,2.0,18,2010
750.0,"Grimes, Mark",Monetary,Individual, ,"Cynamon, David",M5P 2S7,Councillor,2.0,6,2010
300.0,"Kells, Morley",Monetary,Individual, ,"Czoli, Constantino",M8Z 2Y1,Councillor,2.0,5,2010
300.0,"Kells, Morley",Monetary,Individual, ,"Czoli, Peter",L4W 1L4,Councillor,2.0,5,2010
200.0,"Rebanks, Ella",Monetary,Individual, ,"D'Aguiar, Nadine",M4T 1T3,Councillor,2.0,27,2010
300.0,"Grimes, Mark",Monetary,Individual, ,"D'Alessandro, Frank",M9B 4C1,Councillor,2.0,6,2010
200.0,"Augimeri, Maria",Monetary,Individual, ,"D'Alessandro, Lucy",M6M 2K9,Councillor,2.0,9,2010
100.0,"Gondor Berkovits, Magda",Monetary,Individual, ,"D'Angela, Vera",M3H 3T8,Councillor,2.0,10,2010
200.0,"Gondor Berkovits, Magda",Monetary,Individual, ,"D'Angela, Vera",M3H 3T8,Councillor,2.0,10,2010
150.0,"Sellors, Chris",Monetary,Individual, ,"D'Angelo, Anthony",M4V 2G1,Councillor,2.0,22,2010
150.0,"Chiappetta, John",Monetary,Individual, ,"D'Angelo, Joanne",M6L 2L4,Councillor,2.0,5,2010
150.0,"Di Giorgio, Frank",Monetary,Individual, ,"D'Angelo, Nicola",M3H 2N9,Councillor,2.0,12,2010
500.0,"Heaps, Adrian",Monetary,Individual, ,"D'Armiento, Pino",L6J 7G3,Councillor,2.0,35,2010
500.0,"Mammoliti, Giorgio",Monetary,Individual, ,"D'Cunha, Dana",M8W 3A8,Councillor,2.0,7,2010
250.0,"Di Ciano, Justin",Monetary,Individual, ,"D'elia, Angela",L4G 7S1,Councillor,2.0,5,2010
750.0,"Heaps, Adrian",Monetary,Individual, ,"D'Onofrio, Guy",M6E 4H4,Councillor,2.0,35,2010
750.0,"De Baeremaeker, Glenn",Monetary,Individual, ,"D'Onofrio, Guy",M6E 4H4,Councillor,2.0,38,2010
150.0,"Ainslie, Paul",Monetary,Individual, ,"D'ONOFRIO, GUY",M6E 4H4,Councillor,2.0,43,2010
200.0,"Hall, Diana",Monetary,Individual, ,"D'Onofrio, Guy",M6E 4H4,Councillor,2.0,44,2010
500.0,"Davis, Rob",Monetary,Individual, ,"D'Urzo, Fortunato ""Forge""",L4L 4G9,Councillor,2.0,15,2010
250.0,"Letra, Tony",Monetary,Individual, ,"Da Costa, Manuel",M6H 1L8,Councillor,2.0,17,2010
750.0,"Grimes, Mark",Monetary,Individual, ,"Da Costa, Manuel",M6S 2S1,Councillor,2.0,6,2010
500.0,"Palacio, Cesar",Monetary,Individual, ,"Da Costa, Manuel",M6H 1L8,Councillor,2.0,17,2010
250.0,"Yen, Mike",Monetary,Individual, ,"Da Cunha, Heldera",M9P 1X4,Councillor,2.0,20,2010
300.0,"Letra, Tony",Monetary,Individual, ,"Da Fonte, Carla",M6H 3W3,Councillor,2.0,17,2010
200.0,"Hall, Suzan",Monetary,Individual, ,"Da Silva Reis, Manuel",L7G 5W8,Councillor,2.0,1,2010
450.0,"Grimes, Mark",Monetary,Individual, ,"Da Silva Reis, Manuel",L7G 5W8,Councillor,2.0,6,2010
300.0,"Palacio, Cesar",Monetary,Individual, ,"Da Silva Reis, Manuel",L7G 5W8,Councillor,2.0,17,2010
250.0,"Heaps, Adrian",Monetary,Individual, ,"Da Silva Reis, Manuel",L7G 5W8,Councillor,2.0,35,2010
300.0,"Ford, Doug",Monetary,Individual, ,"Da Silva Reis, Manuel",L7G 5W8,Councillor,2.0,2,2010
300.0,"Letra, Tony",Monetary,Individual, ,"Da Silva, Armando",M6H 3W3,Councillor,2.0,17,2010
750.0,"Grimes, Mark",Monetary,Individual, ,"Da Silva, Joaquim",M8V 2E8,Councillor,2.0,6,2010
750.0,"Grimes, Mark",Monetary,Individual, ,"Da Silva, Jorge",M9A 1W3,Councillor,2.0,6,2010
500.0,"Bailão, Ana",Monetary,Individual, ,"Da Silva, Marco",L5B 3C2,Councillor,2.0,18,2010
250.0,"Bailão, Ana",Monetary,Individual, ,"Da Silva, Sharon",M6P 1B9,Councillor,2.0,18,2010
250.0,"Letra, Tony",Monetary,Individual, ,"Da Silva, Victor",M9P 1S4,Councillor,2.0,17,2010
250.0,"Laforet, John",Monetary,Individual, ,"DA SILVA, YVONNE",M1B 1B5,Councillor,2.0,43,2010
300.0,"Crisanti, Vincent",Monetary,Individual, ,"Dabulhanic, Armin",M9W 4L7,Councillor,2.0,1,2010
300.0,"Nunziata, Frances",Monetary,Individual, ,"DaCosta, Manuel",M6H 1L8,Councillor,2.0,11,2010
750.0,"Mammoliti, Giorgio",Monetary,Individual, ,"Dacosta, Manuel",M9B 6L9,Councillor,2.0,7,2010
200.0,"Nahiddi, Bob",Monetary,Individual, ,"Dadres, Farzam",M2M 2B9,Councillor,2.0,24,2010
300.0,"Ainslie, Paul",Monetary,Individual, ,"DAECHSEL, KIP",M6S 1G9,Councillor,2.0,43,2010
150.0,"Hobson, Ryan",Monetary,Individual, ,"Daechsel, W. Kip",M6S 1G9,Councillor,2.0,14,2010
300.0,"West, Liz",Monetary,Individual, ,"dagenais, robb",M4K 1P8,Councillor,2.0,30,2010
750.0,"Jemstone, Jonas",Monetary,Individual, ,"Dagnew, Afewerki",M4S 2Y9,Councillor,2.0,27,2010
500.0,"Parker, John",Monetary,Individual, ,"Dai, Albert",M3B 3C2,Councillor,2.0,26,2010
500.0,"Parker, John",Monetary,Individual, ,"Dai, Peter",M3B 2C1,Councillor,2.0,26,2010
500.0,"Parker, John",Monetary,Individual, ,"Dai, Richard",M3B 2C1,Councillor,2.0,26,2010
500.0,"Parker, John",Monetary,Individual, ,"Dai, Teresa W.S.",M3B 3E5,Councillor,2.0,26,2010
750.0,"Crawford, Gary",Monetary,Individual, ,"Dainard, Rick",M1M 2W8,Councillor,2.0,36,2010
750.0,"Gosling, Richard",Monetary,Individual, ,"Daisley, St Laurent",L6A 3C8,Councillor,2.0,12,2010
200.0,"West, Liz",Monetary,Individual, ,"dakers, hugh",L0R 2H0,Councillor,2.0,30,2010
750.0,"Thompson, Michael",Monetary,Individual, ,"Dalakis, Fred",L4J 2G1,Councillor,2.0,37,2010
300.0,"Shah, Tushar",Monetary,Individual, ,"Dalal, Bhavinkumar",M1H 2Y7,Councillor,2.0,38,2010
300.0,"Shah, Tushar",Monetary,Individual, ,"Dalal, Tejal",M1H 2Y7,Councillor,2.0,38,2010
25.0,"Fragedakis, Mary",Monetary,Individual, ,"Dale, Bryan",M4J 3M7,Councillor,2.0,29,2010
75.0,"Fragedakis, Mary",Monetary,Individual, ,"Dale, Bryan",M4J 3M7,Councillor,2.0,29,2010
150.0,"Fragedakis, Mary",Monetary,Individual, ,"Dale, Bryan",M4J 3M7,Councillor,2.0,29,2010
200.0,"Fletcher, Paula",Monetary,Individual, ,"Dale, Bryan P",M4J 3M7,Councillor,2.0,30,2010
300.0,"Yen, Mike",Monetary,Individual, ,"Dale, Peter",M4V 3E3,Councillor,2.0,20,2010
84.6,"Spencer, Robert",Monetary,Individual, ,"DALE, ROSEMARY",M1N 2R3,Councillor,2.0,36,2010
200.0,"Spencer, Robert",Monetary,Individual, ,"DALE, ROSEMARY",M1N 2R3,Councillor,2.0,36,2010
100.0,"Spencer, Robert",Monetary,Individual, ,"DALE, ROSEMARY",M1N 2R3,Councillor,2.0,36,2010
500.0,"Di Nizio, Nick",Monetary,Individual, ,"Dale, William",M1N 3V5,Councillor,2.0,7,2010
250.0,"Vaughan, Adam",Monetary,Individual, ,"Daley, Ralph",M5T 2Z2,Councillor,2.0,20,2010
225.0,"Wood, Jennifer",Monetary,Individual, ,"Dalgado, Carol",M4Y 3B2,Councillor,2.0,29,2010
500.0,"Rebanks, Ella",Monetary,Individual, ,"Dalglish, Camilla",M4W 1Y3,Councillor,2.0,27,2010
750.0,"Rebanks, Ella",Monetary,Individual, ,"Dalglish, Geordie",M4V 2V8,Councillor,2.0,27,2010
150.0,"Campbell, John",Monetary,Individual, ,"Dalglish, Paul",M9A 2Y8,Councillor,2.0,4,2010
750.0,"Lindsay Luby, Gloria",Monetary,Individual, ,"Dalinda, Tomas",M9R 1J5,Councillor,2.0,4,2010
500.0,"Filici, Vilma",Monetary,Individual, ,"Dalmao, Oscar",M3N 2Z9,Councillor,2.0,12,2010
200.0,"Gladstone, Martin",Monetary,Individual, ,"Daly, Breyen",M4C 5N8,Councillor,2.0,32,2010
200.0,"Jenkins, Cliff",Monetary,Individual, ,"Daly, Patrick",M2P 1J5,Councillor,2.0,25,2010
300.0,"Middleton, Glenn",Monetary,Individual, ,"Damm, Barbara",M4P 1Y2,Councillor,2.0,38,2010
250.0,"Carroll, Shelley",Monetary,Individual, ,"Dan, Aubrey",M5M 1M2,Councillor,2.0,33,2010
750.0,"Pasternak, James",Monetary,Individual, ,"Dan, Aubrey",M2N 7E9,Councillor,2.0,10,2010
150.0,"Jenkins, Cliff",Monetary,Individual, ,"Dan, Leslie",M3B 2A3,Councillor,2.0,25,2010
100.0,"Fletcher, Paula",Monetary,Individual, ,"Dandy, Catherine I",M4J 2Z5,Councillor,2.0,30,2010
125.0,"Fletcher, Paula",Monetary,Individual, ,"Dandy, Catherine I",M4J 2Z5,Councillor,2.0,30,2010
200.0,"Spencer, Robert",Monetary,Individual, ,"DANIELSON, J",M1N 2Y5,Councillor,2.0,36,2010
200.0,"Spencer, Robert",Monetary,Individual, ,"DANIELSON, J.M.",M1N 2Y5,Councillor,2.0,36,2010
200.0,"Spencer, Robert",Monetary,Individual, ,"DANIELSON, J.R.",M1N 2Y5,Councillor,2.0,36,2010
1000.0,"Danilov, Roman",Monetary,Individual, ,"Danilov, Roman",M4A 1K7,Councillor,2.0,36,2010
200.0,"Bussin, Sandra",Monetary,Individual, ,"Danko, Levente",M4E 2J3,Councillor,2.0,32,2010
300.0,"MacDonald, Joe",Monetary,Individual, ,"DARLING, NORMA",L5R 1Y1,Councillor,2.0,18,2010
450.0,"MacDonald, Joe",Monetary,Individual, ,"DARLING, NORMA",L5R 1Y1,Councillor,2.0,18,2010
750.0,"MacDonald, Joe",Monetary,Individual, ,"DARLING, ROBERT",N0H 2E0,Councillor,2.0,18,2010
3000.0,"MacDonald, Joe",Monetary,Individual, ,"DARLING, SHIRLEY",M6H 3M8,Councillor,2.0,18,2010
300.0,"Rebanks, Ella",Monetary,Individual, ,"Dart, Greg",M4W 2E1,Councillor,2.0,27,2010
100.0,"Dhanani, Mohamed",Monetary,Individual, ,"Darveshali, Inayat",L3T 5X3,Councillor,2.0,26,2010
500.0,"Dhanani, Mohamed",Monetary,Individual, ,"Darveshali, Inayat",L3T 5X3,Councillor,2.0,26,2010
750.0,"Minnan-Wong, Denzil",Monetary,Individual, ,"Darvish, Chahrzade",M2L 1J5,Councillor,2.0,34,2010
750.0,"Filion, John",Monetary,Individual, ,"Darvish, Fereydoon",M2L 1J5,Councillor,2.0,23,2010
500.0,"Minnan-Wong, Denzil",Monetary,Individual, ,"Darvish, Fereydoon",L3T 7T1,Councillor,2.0,34,2010
750.0,"Perruzza, Anthony",Monetary,Individual, ,"Darvish, Fereydoon",M2L 1J5,Councillor,2.0,8,2010
750.0,"Heaps, Adrian",Monetary,Individual, ,"Darvish, Fereydoon",M2L 1J5,Councillor,2.0,35,2010
500.0,"Oomen, Nancy",Monetary,Individual, ,"Darvish, Fereydoon",M2L 1J5,Councillor,2.0,10,2010
750.0,"Augimeri, Maria",Monetary,Individual, ,"Darvish, Ferrydoon",M2L 1J5,Councillor,2.0,9,2010
750.0,"Jenkins, Cliff",Monetary,Individual, ,"Darvish, Fred",M2L 1J5,Councillor,2.0,25,2010
150.0,"Sun, Karen",Monetary,Individual, ,"Dashtgard, Annahid",M4J 1R4,Councillor,2.0,19,2010
300.0,"Bussin, Sandra",Monetary,Individual, ,"Dashwood, Geoffrey",M4E 1W1,Councillor,2.0,32,2010
300.0,"Di Giorgio, Frank",Monetary,Individual, ,"DaSilva Reis, Manuel",L7G 5W8,Councillor,2.0,12,2010
750.0,"West, Liz",Monetary,Individual, ,"DaSilva, Paulo",M6G 3G4,Councillor,2.0,30,2010
750.0,"Hall, Suzan",Monetary,Individual, ,"Dass, Jaswant",L4L 3G4,Councillor,2.0,1,2010
750.0,"Ford, Doug",Monetary,Individual, ,"Dass, Jaswant",L4L 3G4,Councillor,2.0,2,2010
60.0,"Crawford, Gary",Monetary,Individual, ,"Dassios, Gianna",M1M 1E7,Councillor,2.0,36,2010
250.0,"Crawford, Gary",Monetary,Individual, ,"Dassios, Gianna",M1M 1E7,Councillor,2.0,36,2010
200.0,"Sun, Karen",Monetary,Individual, ,"Dastgheib Behesti, Sayeh",M3A 1E1,Councillor,2.0,19,2010
20.0,"Sun, Karen",Monetary,Individual, ,"Dastgheib Behesti, Sayeh",M3A 1E1,Councillor,2.0,19,2010
750.0,"Di Ciano, Justin",Monetary,Individual, ,"Dattomo, Daniela",L1M 2B4,Councillor,2.0,5,2010
750.0,"Di Ciano, Justin",Monetary,Individual, ,"Dattomo, John",L1M 2B4,Councillor,2.0,5,2010
250.0,"Sellors, Chris",Monetary,Individual, ,"Daube, Benjamin",M4P 2M4,Councillor,2.0,22,2010
500.0,"Vaughan, Adam",Monetary,Individual, ,"Dauchapt, Henry",M5V 1E3,Councillor,2.0,20,2010
200.0,"Vyas, Hema",Monetary,Individual, ,"Dave, Binoy",L3T 5M4,Councillor,2.0,18,2010
750.0,"Vyas, Hema",Monetary,Individual, ,"Dave, Mayur",L3T 5M4,Councillor,2.0,18,2010
201.0,"Vyas, Hema",Monetary,Individual, ,"Dave, Purnima",L3T 5M4,Councillor,2.0,18,2010
250.0,"Vyas, Hema",Monetary,Individual, ,"Dave, Purnima",L3T 5M4,Councillor,2.0,18,2010
125.0,"Wood, Jennifer",Monetary,Individual, ,"Davenport, Michael",M4W 3M4,Councillor,2.0,29,2010
200.0,"Mihevc, Joe",Monetary,Individual, ,"David, Eric",M6C 2X9,Councillor,2.0,21,2010
200.0,"Schein, Jonah",Monetary,Individual, ,"David, Linor",M6K 1P9,Councillor,2.0,17,2010
750.0,"Shan, Neethan",Monetary,Individual, ,"David, Meleni",M1H 3G3,Councillor,2.0,42,2010
2275.0,"James, Andrew",Monetary,Individual, ,"Davidson, Marcha",M4K 1W7,Councillor,2.0,30,2010
300.0,"Bussin, Sandra",Monetary,Individual, ,"Davidson, Michael",M4K 1K4,Councillor,2.0,32,2010
150.0,"West, Liz",Monetary,Individual, ,"davidson, R",M6R 1Y8,Councillor,2.0,30,2010
150.0,"Stintz, Karen",Monetary,Individual, ,"Davidson, Sherry",M5M 2W2,Councillor,2.0,16,2010
150.0,"Milczyn, Peter",Monetary,Individual, ,"Davidson, Ted",L5G 4T9,Councillor,2.0,5,2010
300.0,"Perks, Gord",Monetary,Individual, ,"Davidson, Thomas",M6R 2P3,Councillor,2.0,14,2010
300.0,"Wong-Tam, Kristyn",Monetary,Individual, ,"Davidson, Thomas",M6R 2P3,Councillor,2.0,27,2010
500.0,"Beaulieu, Kevin",Monetary,Individual, ,"Davidson, Thomas",M6R 2P3,Councillor,2.0,18,2010
300.0,"Doucette, Sarah",Monetary,Individual, ,"Davidson, Thomas",M6R 2P3,Councillor,2.0,13,2010
750.0,"Macdonald, Roy",Monetary,Individual, ,"Davies, Blair",M5M 1E2,Councillor,2.0,16,2010
100.0,"Chan, Ken",Monetary,Individual, ,"Davies, Gordon",M4K 1E8,Councillor,2.0,27,2010
250.0,"Chan, Ken",Monetary,Individual, ,"Davies, Gordon",M4K 1E8,Councillor,2.0,27,2010
500.0,"Pitfield, Jane",Monetary,Individual, ,"Davies, Paula",M4J 4M1,Councillor,2.0,29,2010
500.0,"Lindsay Luby, Gloria",Monetary,Individual, ,"Davies, Thomas",L5R 1S1,Councillor,2.0,4,2010
500.0,"Del Grande, Mike",Monetary,Individual, ,"Davies, Thomas",L5R 1S1,Councillor,2.0,39,2010
500.0,"Pitfield, Jane",Monetary,Individual, ,"Davies, Thomas",L5R 1S1,Councillor,2.0,29,2010
500.0,"Grimes, Mark",Monetary,Individual, ,"Davies, Thomas",L5R 1S1,Councillor,2.0,6,2010
500.0,"Berardinetti, Michelle",Monetary,Individual, ,"Davies, Thomas",L5R 1S1,Councillor,2.0,35,2010
300.0,"Davis, Janet",Monetary,Individual, ,"Davis, Allan J.",L0G 1R0,Councillor,2.0,31,2010
300.0,"Davis, Janet",Monetary,Individual, ,"Davis, Brian",L4N 5G9,Councillor,2.0,31,2010
600.0,"Davis, Janet",Monetary,Individual, ,"Davis, Elizabeth",N1S 2Y8,Councillor,2.0,31,2010
200.0,"Fletcher, Paula",Monetary,Individual, ,"Davis, Janet",M4C 1X4,Councillor,2.0,30,2010
150.0,"Bussin, Sandra",Monetary,Individual, ,"Davis, Janet",M4C 1X4,Councillor,2.0,32,2010
70.0,"Davis, Janet",Goods/Services,Individual, ,"Davis, Janet",M4C 1X4,Councillor,2.0,31,2010
225.0,"Davis, Janet",Goods/Services,Individual, ,"Davis, Janet",M4C 1X4,Councillor,2.0,31,2010
30.0,"Davis, Janet",Goods/Services,Individual, ,"Davis, Janet",M4C 1X4,Councillor,2.0,31,2010
5022.78,"Davis, Janet",Goods/Services,Individual, ,"Davis, Janet",M4C 1X4,Councillor,2.0,31,2010
300.0,"Davis, Janet",Goods/Services,Individual, ,"Davis, Janet",M4C 1X4,Councillor,2.0,31,2010
100.0,"Davis, Janet",Goods/Services,Individual, ,"Davis, Janet",M4C 1X4,Councillor,2.0,31,2010
300.0,"Robinson, Jaye",Monetary,Individual, ,"Davis, Janet",M4P 2B6,Councillor,2.0,25,2010
200.0,"Fragedakis, Mary",Monetary,Individual, ,"Davis, Janet",M4C 1X4,Councillor,2.0,29,2010
200.0,"Beaulieu, Kevin",Monetary,Individual, ,"Davis, Janet",M4C 1X4,Councillor,2.0,18,2010
300.0,"Davis, Janet",Monetary,Individual, ,"Davis, Joanne E.",N2H 2V9,Councillor,2.0,31,2010
300.0,"Davis, Janet",Monetary,Individual, ,"Davis, Madge",N1S 3A1,Councillor,2.0,31,2010
100.0,"Chan, Ken",Monetary,Individual, ,"Davis, Paul",M4W 2P4,Councillor,2.0,27,2010
160.0,"Chan, Ken",Monetary,Individual, ,"Davis, Paul",M4W 2P4,Councillor,2.0,27,2010
200.0,"Davis, Janet",Monetary,Individual, ,"Davis, R. Glenn",M1N 2H2,Councillor,2.0,31,2010
200.0,"Burnside, Jon",Monetary,Individual, ,"Davis, Rick",M9A 1E2,Councillor,2.0,26,2010
750.0,"Davis, Rob",Goods/Services,Individual, ,"Davis, Rob",M5R 3B1,Councillor,2.0,15,2010
750.0,"Dean, Evan",Monetary,Individual, ,"Davis, Robb",M4Y 2X4,Councillor,2.0,27,2010
200.0,"Fletcher, Paula",Monetary,Individual, ,"Davison, William E",M4M 2Y3,Councillor,2.0,30,2010
500.0,"Pitfield, Jane",Monetary,Individual, ,"Dawe, Lawrence",M4R 1C7,Councillor,2.0,29,2010
750.0,"Carroll, Shelley",Monetary,Individual, ,"Daws-Freskiw, Jennifer",M8W 2M4,Councillor,2.0,33,2010
250.0,"Carroll, Shelley",Monetary,Individual, ,"Dawson, John",M1C 3G9,Councillor,2.0,33,2010
150.0,"De Baeremaeker, Glenn",Monetary,Individual, ,"Dawson, John",M1C 3G9,Councillor,2.0,38,2010
150.0,"Ainslie, Paul",Monetary,Individual, ,"DAWSON, JOHN",M1C 3G9,Councillor,2.0,43,2010
300.0,"Oomen, Nancy",Monetary,Individual, ,"Dawson, John",M1C 3G9,Councillor,2.0,10,2010
200.0,"Burnside, Jon",Monetary,Individual, ,"Dawson, Julia",M4G 1H3,Councillor,2.0,26,2010
200.0,"Davis, Janet",Monetary,Individual, ,"Dawson, Virginia",M4B 1P4,Councillor,2.0,31,2010
750.0,"Meynell, Robert",Monetary,Individual, ,"Day, Richard",L7B 1A4,Councillor,2.0,27,2010
750.0,"Dick, Joel",Monetary,Individual, ,"Day, Ruby",M5J 2X1,Councillor,2.0,27,2010
500.0,"Posen, Shimmy",Monetary,Individual, ,"Dayan, Willy",M6B 1G9,Councillor,2.0,21,2010
125.0,"Di Ciano, Justin",Monetary,Individual, ,"De Appolonia, Ronald",L4S 2E6,Councillor,2.0,5,2010
750.0,"De Baeremaeker, Glenn",Monetary,Individual, ,"De Baeremaeker, Kenneth",M4J 4A5,Councillor,2.0,38,2010
200.0,"Di Nizio, Nick",Monetary,Individual, ,"De Bellis, Louis",M9L 2H4,Councillor,2.0,7,2010
350.0,"Oomen, Nancy",Monetary,Individual, ,"De Boer, Nancy",M3K 2B4,Councillor,2.0,10,2010
500.0,"Dominelli, Nick",Monetary,Individual, ,"De Cesare, Domenico",L4G 7T5,Councillor,2.0,12,2010
250.0,"Pede, Giuseppe",Monetary,Individual, ,"DE FILIPPIS, GERRY",L4L 1M8,Councillor,2.0,15,2010
300.0,"Letra, Tony",Monetary,Individual, ,"De Freitas, Adriano",L5C 2E8,Councillor,2.0,17,2010
750.0,"Di Giorgio, Frank",Monetary,Individual, ,"De Gasperis, Robert",M4V 2P9,Councillor,2.0,12,2010
750.0,"Bailão, Ana",Monetary,Individual, ,"De Jesus, Julio",L5V 1M7,Councillor,2.0,18,2010
300.0,"de Jong, Frank",Monetary,Individual, ,"de Jong, Albert",N1G 2Z5,Councillor,2.0,18,2010
300.0,"de Jong, Frank",Monetary,Individual, ,"de Jong, Frank",M6H 4A3,Councillor,2.0,18,2010
200.0,"McConnell, Pam",Monetary,Individual, ,"de Klerk, Jack",M4X 1V4,Councillor,2.0,28,2010
750.0,"Mammoliti, Giorgio",Monetary,Individual, ,"De Mambro, Dino",L4S 1H4,Councillor,2.0,7,2010
200.0,"Campbell, John",Monetary,Individual, ,"De Marchi, George",M9A 3X6,Councillor,2.0,4,2010
300.0,"Pitfield, Jane",Monetary,Individual, ,"De Merlis, Bonnie",M4G 3G3,Councillor,2.0,29,2010
150.0,"De Baeremaeker, Glenn",Monetary,Individual, ,"De Pencier, Michael",M5E 1R2,Councillor,2.0,38,2010
200.0,"Tindal, Chris",Monetary,Individual, ,"de Pencier, Michael",M4V 1G6,Councillor,2.0,27,2010
200.0,"de Jong, Frank",Monetary,Individual, ,"de Pencier, Michael",M4V 1G6,Councillor,2.0,18,2010
500.0,"Li Preti, Peter",Monetary,Individual, ,"De Rose, Domenic",M3J 3K6,Councillor,2.0,8,2010
500.0,"Li Preti, Peter",Monetary,Individual, ,"De Rose, Mary",L7B 1L9,Councillor,2.0,8,2010
500.0,"Li Preti, Peter",Monetary,Individual, ,"De Rose, Mrs.",L7B 1L9,Councillor,2.0,8,2010
250.0,"Letra, Tony",Monetary,Individual, ,"De Sao Jose, Bento",M2Y 3T4,Councillor,2.0,17,2010
500.0,"Bussin, Sandra",Monetary,Individual, ,"De Schepper, Gladys C.",M4E 3M2,Councillor,2.0,32,2010
500.0,"Bailão, Ana",Monetary,Individual, ,"De Sousa, John",M6L 1M3,Councillor,2.0,18,2010
250.0,"Chan, Ken",Monetary,Individual, ,"de Vera, Allen",M4Y 1E5,Councillor,2.0,27,2010
75.0,"Chan, Ken",Monetary,Individual, ,"de Vera, Allen",M4Y 1E5,Councillor,2.0,27,2010
160.0,"Chan, Ken",Monetary,Individual, ,"de Vera, Allen",M4Y 1E5,Councillor,2.0,27,2010
250.0,"McMahon, Mary-Margaret",Monetary,Individual, ,"De Wiele, Joey",M4L 3Y9,Councillor,2.0,32,2010
750.0,"Dean, Evan",Monetary,Individual, ,"Dean, Alan",M5R 2R7,Councillor,2.0,27,2010
200.0,"Dhanani, Mohamed",Monetary,Individual, ,"Dean, David",M3B 2G5,Councillor,2.0,26,2010
750.0,"Dean, Evan",Monetary,Individual, ,"Dean, Eileen",M2N 6J9,Councillor,2.0,27,2010
0.26,"Dean, Evan",Monetary,Individual, ,"Dean, Evan",M4Y 1N9,Councillor,2.0,27,2010
6.02,"Dean, Evan",Monetary,Individual, ,"Dean, Evan",M4Y 1N9,Councillor,2.0,27,2010
1361.77,"Dean, Evan",Monetary,Individual, ,"Dean, Evan",M4Y 1N9,Councillor,2.0,27,2010
6.42,"Dean, Evan",Monetary,Individual, ,"Dean, Evan",M4Y 1N9,Councillor,2.0,27,2010
2204.62,"Dean, Evan",Monetary,Individual, ,"Dean, Evan",M4Y 1N9,Councillor,2.0,27,2010
4.56,"Dean, Evan",Monetary,Individual, ,"Dean, Evan",M4Y 1N9,Councillor,2.0,27,2010
250.0,"Mihevc, Joe",Monetary,Individual, ,"Dean, Kathleen",M6C 2M1,Councillor,2.0,21,2010
750.0,"Dean, Evan",Monetary,Individual, ,"Dean, Linda",L9W 4W6,Councillor,2.0,27,2010
200.0,"McMahon, Mary-Margaret",Monetary,Individual, ,"Deane, Karin",M4J 3B1,Councillor,2.0,32,2010
300.0,"Filion, John",Monetary,Individual, ,"Debacker, Will",M2N 2E3,Councillor,2.0,23,2010
500.0,"Toutchinski, Igor",Monetary,Individual, ,"DEBATTISTA, TAMARA",M8W 3L9,Councillor,2.0,10,2010
750.0,"Perruzza, Anthony",Monetary,Individual, ,"deBoer, Garritt",M3K 2B4,Councillor,2.0,8,2010
200.0,"Milczyn, Peter",Monetary,Individual, ,"Decaria, Tony",M8Y 2H7,Councillor,2.0,5,2010
150.0,"Kelly, Norm",Monetary,Individual, ,"DECASTRO, ELIE",L4K 3V4,Councillor,2.0,40,2010
500.0,"Davis, Rob",Monetary,Individual, ,"Decicco, Julie",L4L 7E1,Councillor,2.0,15,2010
600.0,"Ford, Doug",Monetary,Individual, ,"Decicco, Karen",M9C 2C9,Councillor,2.0,2,2010
120.0,"West, Liz",Monetary,Individual, ,"Decker, Timothy",M4K 1K4,Councillor,2.0,30,2010
300.0,"Schein, Jonah",Monetary,Individual, ,"Declerck, Sarah",M4X 1X3,Councillor,2.0,17,2010
